Date,CSource,State,Month,State_Code,State_Abbr,CSrc_Simplified,CSrc_Freq
7-Mar-18,facebook,california ,March,6,CA,facebook,1796
5-Mar-18,bing,texas ,March,48,TX,bing,3143
9-Feb-18,aol,texas ,February,48,TX,aol,3440
17-Mar-18,bing,mississippi ,March,28,MS,bing,3143
31-Jan-18,google_display_network,minnesota ,January,27,MN,google,34708
21-Mar-18,unknown,minnesota ,March,27,MN,unknown,10982
26-Mar-18,www.google.com,florida ,March,12,FL,google,34708
28-Jan-18,google_display_network,florida ,January,12,FL,google,34708
18-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
12-Feb-18,unknown,washington ,February,53,WA,unknown,10982
25-Jan-18,google_display_network,florida ,January,12,FL,google,34708
15-Feb-18,creditcards.lendingtree.com,ohio ,February,39,OH,Lending Tree/Partners,332
3-Jan-18,1,illinois ,January,17,IL,other,13363
18-Jan-18,www.google.com,pennsylvania ,January,42,PA,google,34708
3-Feb-18,google_display_network,california ,February,6,CA,google,34708
12-Feb-18,facebook,tennessee ,February,47,TN,facebook,1796
20-Mar-18,email,ohio ,March,39,OH,email,4952
25-Jan-18,google_display_network,california ,January,6,CA,google,34708
15-Feb-18,google,california ,February,6,CA,google,34708
24-Feb-18,aol,massachusetts ,February,25,MA,aol,3440
13-Feb-18,www.google.com,texas ,February,48,TX,google,34708
5-Mar-18,google,virginia ,March,51,VA,google,34708
19-Feb-18,27,texas ,February,48,TX,other,13363
30-Jan-18,31,north carolina ,January,37,NC,other,13363
4-Mar-18,google,north carolina ,March,37,NC,google,34708
6-Jan-18,simpletuitionturndown,missouri ,January,29,MO,other,13363
27-Mar-18,google,kentucky ,March,21,KY,google,34708
19-Jan-18,google,florida ,January,12,FL,google,34708
4-Jan-18,r.search.yahoo.com,texas ,January,48,TX,yahoo,875
21-Jan-18,1,florida ,January,12,FL,other,13363
23-Jan-18,google,new jersey ,January,34,NJ,google,34708
22-Mar-18,google_display_network,florida ,March,12,FL,google,34708
29-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
7-Jan-18,google_display_network,texas ,January,48,TX,google,34708
19-Feb-18,unknown,utah ,February,49,UT,unknown,10982
20-Jan-18,google_display_network,california ,January,6,CA,google,34708
22-Mar-18,email,new york ,March,36,NY,email,4952
30-Jan-18,1,alabama ,January,1,AL,other,13363
27-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
11-Jan-18,31,mississippi ,January,28,MS,other,13363
30-Jan-18,facebook,texas ,January,48,TX,facebook,1796
30-Mar-18,google,california ,March,6,CA,google,34708
21-Mar-18,yahoosearchrtg,pennsylvania ,March,42,PA,yahoo,875
26-Feb-18,taboola,north carolina ,February,37,NC,other,13363
14-Feb-18,google,georgia ,February,13,GA,google,34708
21-Mar-18,Realtor_com,california ,March,6,CA,realtor.com,817
20-Mar-18,google,florida ,March,12,FL,google,34708
10-Jan-18,nasdaq,texas ,January,48,TX,nasdaq,143
25-Feb-18,google,colorado ,February,8,CO,google,34708
14-Mar-18,google_display_network,arkansas ,March,5,AR,google,34708
22-Mar-18,1,california ,March,6,CA,other,13363
21-Jan-18,google_display_network,new york ,January,36,NY,google,34708
10-Mar-18,google_display_network,louisiana ,March,22,LA,google,34708
26-Mar-18,google_display_network,tennessee ,March,47,TN,google,34708
14-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
22-Feb-18,email,ohio ,February,39,OH,email,4952
9-Jan-18,{source},florida ,January,12,FL,other,13363
21-Mar-18,google,tennessee ,March,47,TN,google,34708
24-Jan-18,google_display_network,florida ,January,12,FL,google,34708
1-Jan-18,unknown,florida ,January,12,FL,unknown,10982
19-Jan-18,1,tennessee ,January,47,TN,other,13363
1-Mar-18,email,georgia ,March,13,GA,email,4952
28-Mar-18,google_display_network,pennsylvania ,March,42,PA,google,34708
9-Jan-18,unknown,new york ,January,36,NY,unknown,10982
22-Jan-18,google,new york ,January,36,NY,google,34708
29-Mar-18,email,texas ,March,48,TX,email,4952
6-Feb-18,aol,minnesota ,February,27,MN,aol,3440
20-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
16-Feb-18,www.google.com,wyoming ,February,56,WY,google,34708
16-Feb-18,facebook,north carolina ,February,37,NC,facebook,1796
20-Feb-18,google,connecticut ,February,9,CT,google,34708
22-Jan-18,google_display_network,new hampshire ,January,33,NH,google,34708
19-Feb-18,email,texas ,February,48,TX,email,4952
22-Feb-18,unknown,indiana ,February,18,IN,unknown,10982
29-Jan-18,google,tennessee ,January,47,TN,google,34708
21-Mar-18,unknown,new mexico ,March,35,NM,unknown,10982
26-Feb-18,yahoosearchrtg,texas ,February,48,TX,yahoo,875
4-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
16-Jan-18,aol,texas ,January,48,TX,aol,3440
4-Jan-18,google_display_network,georgia ,January,13,GA,google,34708
19-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
13-Feb-18,google,ohio ,February,39,OH,google,34708
2-Jan-18,unknown,california ,January,6,CA,unknown,10982
22-Mar-18,unknown,california ,March,6,CA,unknown,10982
19-Mar-18,google,colorado ,March,8,CO,google,34708
29-Mar-18,google,florida ,March,12,FL,google,34708
20-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
22-Mar-18,google_display_network,west virginia ,March,54,WV,google,34708
20-Mar-18,google_display_network,kansas ,March,20,KS,google,34708
31-Jan-18,google_display_network,california ,January,6,CA,google,34708
21-Feb-18,google_display_network,new york ,February,36,NY,google,34708
16-Jan-18,google_display_network,indiana ,January,18,IN,google,34708
1-Mar-18,aol,florida ,March,12,FL,aol,3440
2-Mar-18,1,arkansas ,March,5,AR,other,13363
23-Mar-18,google,nevada ,March,32,NV,google,34708
15-Feb-18,unknown,georgia ,February,13,GA,unknown,10982
13-Jan-18,criteo,ohio ,January,39,OH,criteo,1599
2-Jan-18,email,massachusetts ,January,25,MA,email,4952
20-Mar-18,google_display_network,georgia ,March,13,GA,google,34708
29-Jan-18,bing,california ,January,6,CA,bing,3143
2-Jan-18,aol,ohio ,January,39,OH,aol,3440
1-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
2-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
10-Jan-18,taboola,ohio ,January,39,OH,other,13363
28-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
15-Feb-18,consumers-advocate,alabama ,February,1,AL,other,13363
13-Mar-18,google,florida ,March,12,FL,google,34708
30-Jan-18,unknown,california ,January,6,CA,unknown,10982
30-Mar-18,google_display_network,florida ,March,12,FL,google,34708
10-Feb-18,1,florida ,February,12,FL,other,13363
22-Jan-18,unknown,florida ,January,12,FL,unknown,10982
19-Feb-18,google_display_network,missouri ,February,29,MO,google,34708
6-Feb-18,email,california ,February,6,CA,email,4952
26-Jan-18,1,california ,January,6,CA,other,13363
10-Feb-18,google,arizona ,February,4,AZ,google,34708
23-Jan-18,31,alabama ,January,1,AL,other,13363
15-Mar-18,google_display_network,massachusetts ,March,25,MA,google,34708
10-Jan-18,google,ohio ,January,39,OH,google,34708
16-Mar-18,unknown,pennsylvania ,March,42,PA,unknown,10982
23-Feb-18,google,new jersey ,February,34,NJ,google,34708
2-Feb-18,google_display_network,florida ,February,12,FL,google,34708
16-Mar-18,unknown,texas ,March,48,TX,unknown,10982
26-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
19-Feb-18,google,colorado ,February,8,CO,google,34708
12-Feb-18,aol,illinois ,February,17,IL,aol,3440
2-Feb-18,www.directli.org,washington ,February,53,WA,other,13363
26-Mar-18,facebook,arizona ,March,4,AZ,facebook,1796
1-Mar-18,google,tennessee ,March,47,TN,google,34708
20-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
4-Jan-18,criteo,new mexico ,January,35,NM,criteo,1599
13-Mar-18,google_display_network,washington ,March,53,WA,google,34708
15-Jan-18,unknown,texas ,January,48,TX,unknown,10982
4-Feb-18,1,indiana ,February,18,IN,other,13363
15-Mar-18,www.google.com,new jersey ,March,34,NJ,google,34708
1-Feb-18,email,minnesota ,February,27,MN,email,4952
15-Jan-18,www.google.com,west virginia ,January,54,WV,google,34708
18-Jan-18,1,florida ,January,12,FL,other,13363
23-Mar-18,google_display_network,new mexico ,March,35,NM,google,34708
5-Jan-18,27,california ,January,6,CA,other,13363
4-Jan-18,google_display_network,ohio ,January,39,OH,google,34708
18-Jan-18,google,washington ,January,53,WA,google,34708
30-Jan-18,google,oregon ,January,41,OR,google,34708
5-Feb-18,google_display_network,north carolina ,February,37,NC,google,34708
16-Jan-18,Realtor_com,north carolina ,January,37,NC,realtor.com,817
16-Jan-18,google_display_network,north carolina ,January,37,NC,google,34708
5-Feb-18,google_display_network,florida ,February,12,FL,google,34708
4-Mar-18,taboola,alabama ,March,1,AL,other,13363
27-Mar-18,google,florida ,March,12,FL,google,34708
30-Mar-18,google,california ,March,6,CA,google,34708
15-Feb-18,www.google.com,washington ,February,53,WA,google,34708
20-Feb-18,google,pennsylvania ,February,42,PA,google,34708
8-Jan-18,MSN,rhode island ,January,44,RI,microsoft,1213
30-Mar-18,www.google.com,missouri ,March,29,MO,google,34708
8-Jan-18,MSN,texas ,January,48,TX,microsoft,1213
20-Feb-18,xfinity,minnesota ,February,27,MN,xfinity,90
2-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
8-Feb-18,google,pennsylvania ,February,42,PA,google,34708
29-Jan-18,www.google.com,west virginia ,January,54,WV,google,34708
16-Feb-18,google,texas ,February,48,TX,google,34708
16-Mar-18,nasdaq,florida ,March,12,FL,nasdaq,143
4-Jan-18,google,texas ,January,48,TX,google,34708
10-Mar-18,31,virginia ,March,51,VA,other,13363
9-Feb-18,google_display_network,new york ,February,36,NY,google,34708
20-Mar-18,unknown,oregon ,March,41,OR,unknown,10982
26-Mar-18,google,nevada ,March,32,NV,google,34708
2-Mar-18,google,mississippi ,March,28,MS,google,34708
20-Feb-18,aol,texas ,February,48,TX,aol,3440
7-Mar-18,google_display_network,new york ,March,36,NY,google,34708
19-Jan-18,xfinity,california ,January,6,CA,xfinity,90
29-Jan-18,1,texas ,January,48,TX,other,13363
7-Feb-18,google,new york ,February,36,NY,google,34708
30-Jan-18,unknown,california ,January,6,CA,unknown,10982
10-Mar-18,27,west virginia ,March,54,WV,other,13363
22-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
9-Mar-18,cnn_com,california ,March,6,CA,cnn,435
25-Feb-18,Realtor_com,pennsylvania ,February,42,PA,realtor.com,817
15-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
13-Jan-18,magnifymoney,new york ,January,36,NY,magnifymoney,77
24-Jan-18,google_display_network,michigan ,January,26,MI,google,34708
27-Mar-18,1,georgia ,March,13,GA,other,13363
3-Mar-18,bing,florida ,March,12,FL,bing,3143
7-Feb-18,1,georgia ,February,13,GA,other,13363
9-Feb-18,google_display_network,rhode island ,February,44,RI,google,34708
29-Jan-18,google,washington ,January,53,WA,google,34708
30-Jan-18,facebook,arkansas ,January,5,AR,facebook,1796
25-Jan-18,google,colorado ,January,8,CO,google,34708
13-Mar-18,bing,north carolina ,March,37,NC,bing,3143
19-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
25-Jan-18,google_display_network,illinois ,January,17,IL,google,34708
31-Jan-18,aol,illinois ,January,17,IL,aol,3440
24-Feb-18,google,ohio ,February,39,OH,google,34708
10-Mar-18,27,california ,March,6,CA,other,13363
25-Feb-18,google_display_network,texas ,February,48,TX,google,34708
17-Feb-18,criteo,tennessee ,February,47,TN,criteo,1599
22-Jan-18,email,california ,January,6,CA,email,4952
17-Feb-18,unknown,california ,February,6,CA,unknown,10982
21-Feb-18,google_display_network,north carolina ,February,37,NC,google,34708
6-Mar-18,31,new york ,March,36,NY,other,13363
26-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
9-Feb-18,27,south carolina ,February,45,SC,other,13363
26-Jan-18,unknown,new york ,January,36,NY,unknown,10982
22-Jan-18,1,michigan ,January,26,MI,other,13363
1-Feb-18,google,california ,February,6,CA,google,34708
14-Mar-18,google_display_network,colorado ,March,8,CO,google,34708
23-Mar-18,www.google.com,washington ,March,53,WA,google,34708
14-Feb-18,www.google.com,california ,February,6,CA,google,34708
5-Feb-18,unknown,minnesota ,February,27,MN,unknown,10982
18-Mar-18,google,florida ,March,12,FL,google,34708
11-Feb-18,google_display_network,pennsylvania ,February,42,PA,google,34708
16-Jan-18,google_display_network,texas ,January,48,TX,google,34708
26-Feb-18,unknown,new jersey ,February,34,NJ,unknown,10982
4-Feb-18,google_display_network,california ,February,6,CA,google,34708
31-Mar-18,google_display_network,california ,March,6,CA,google,34708
18-Mar-18,google,massachusetts ,March,25,MA,google,34708
3-Jan-18,google_display_network,connecticut ,January,9,CT,google,34708
9-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
3-Mar-18,google,florida ,March,12,FL,google,34708
7-Mar-18,nafdigital_com,new jersey ,March,34,NJ,nafdigital,509
28-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
25-Mar-18,aol,missouri ,March,29,MO,aol,3440
12-Jan-18,www.bing.com,delaware ,January,10,DE,bing,3143
9-Mar-18,27,california ,March,6,CA,other,13363
13-Mar-18,google_display_network,texas ,March,48,TX,google,34708
16-Jan-18,google_display_network,california ,January,6,CA,google,34708
27-Mar-18,email,illinois ,March,17,IL,email,4952
29-Mar-18,weather,california ,March,6,CA,weather,642
5-Jan-18,simpletuitionturndown,new york ,January,36,NY,other,13363
8-Jan-18,email,ohio ,January,39,OH,email,4952
3-Jan-18,google_display_network,arizona ,January,4,AZ,google,34708
30-Mar-18,google_display_network,maryland ,March,24,MD,google,34708
8-Mar-18,1,arizona ,March,4,AZ,other,13363
19-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
10-Mar-18,weather,virginia ,March,51,VA,weather,642
8-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
6-Feb-18,google_display_network,michigan ,February,26,MI,google,34708
22-Mar-18,email,north carolina ,March,37,NC,email,4952
17-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
4-Mar-18,criteo,georgia ,March,13,GA,criteo,1599
2-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
28-Mar-18,nafdigital_com,florida ,March,12,FL,nafdigital,509
17-Mar-18,google_display_network,florida ,March,12,FL,google,34708
17-Mar-18,email,arizona ,March,4,AZ,email,4952
26-Jan-18,applenews,georgia ,January,13,GA,apple,74
3-Jan-18,aol,new york ,January,36,NY,aol,3440
29-Jan-18,google_display_network,oregon ,January,41,OR,google,34708
11-Jan-18,google_display_network,north carolina ,January,37,NC,google,34708
15-Mar-18,google_display_network,california ,March,6,CA,google,34708
8-Feb-18,facebook,california ,February,6,CA,facebook,1796
22-Jan-18,google,new jersey ,January,34,NJ,google,34708
27-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
12-Feb-18,google_display_network,california ,February,6,CA,google,34708
19-Feb-18,bing,florida ,February,12,FL,bing,3143
12-Feb-18,www.google.com,california ,February,6,CA,google,34708
22-Jan-18,bing,texas ,January,48,TX,bing,3143
3-Mar-18,www.comparecards.com,minnesota ,March,27,MN,other,13363
28-Jan-18,google_display_network,massachusetts ,January,25,MA,google,34708
18-Feb-18,aol,new york ,February,36,NY,aol,3440
17-Mar-18,google_display_network,kansas ,March,20,KS,google,34708
5-Feb-18,1,california ,February,6,CA,other,13363
22-Jan-18,google_display_network,florida ,January,12,FL,google,34708
19-Mar-18,unknown,texas ,March,48,TX,unknown,10982
23-Mar-18,google,connecticut ,March,9,CT,google,34708
4-Feb-18,google,georgia ,February,13,GA,google,34708
9-Feb-18,google_display_network,wisconsin ,February,55,WI,google,34708
28-Jan-18,www.google.com,california ,January,6,CA,google,34708
17-Mar-18,email,massachusetts ,March,25,MA,email,4952
25-Feb-18,google_display_network,illinois ,February,17,IL,google,34708
23-Feb-18,1,arkansas ,February,5,AR,other,13363
13-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
21-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
23-Feb-18,facebook,missouri ,February,29,MO,facebook,1796
22-Mar-18,google,minnesota ,March,27,MN,google,34708
16-Mar-18,bing,virginia ,March,51,VA,bing,3143
5-Feb-18,1,new york ,February,36,NY,other,13363
29-Jan-18,1,pennsylvania ,January,42,PA,other,13363
26-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
22-Mar-18,email,california ,March,6,CA,email,4952
26-Feb-18,bing,california ,February,6,CA,bing,3143
9-Mar-18,27,florida ,March,12,FL,other,13363
4-Mar-18,31,virginia ,March,51,VA,other,13363
15-Feb-18,google_display_network,maryland ,February,24,MD,google,34708
2-Feb-18,unknown,pennsylvania ,February,42,PA,unknown,10982
6-Feb-18,1,ohio ,February,39,OH,other,13363
23-Mar-18,aol,texas ,March,48,TX,aol,3440
15-Feb-18,google,florida ,February,12,FL,google,34708
7-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
6-Feb-18,google_display_network,maryland ,February,24,MD,google,34708
31-Mar-18,31,california ,March,6,CA,other,13363
20-Mar-18,Realtor_com,pennsylvania ,March,42,PA,realtor.com,817
22-Feb-18,com.google.android.googlequicksearchbox,new york ,February,36,NY,google,34708
19-Mar-18,google,florida ,March,12,FL,google,34708
8-Mar-18,bing,illinois ,March,17,IL,bing,3143
22-Mar-18,google,illinois ,March,17,IL,google,34708
18-Mar-18,unknown,california ,March,6,CA,unknown,10982
12-Feb-18,31,maryland ,February,24,MD,other,13363
9-Jan-18,google_display_network,florida ,January,12,FL,google,34708
5-Mar-18,www.google.com,texas ,March,48,TX,google,34708
10-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
14-Jan-18,facebook,north carolina ,January,37,NC,facebook,1796
7-Mar-18,email,south carolina ,March,45,SC,email,4952
29-Jan-18,1,texas ,January,48,TX,other,13363
6-Jan-18,google_display_network,georgia ,January,13,GA,google,34708
5-Jan-18,MSN,new york ,January,36,NY,microsoft,1213
31-Jan-18,email,texas ,January,48,TX,email,4952
22-Feb-18,google_display_network,new york ,February,36,NY,google,34708
2-Jan-18,unknown,massachusetts ,January,25,MA,unknown,10982
4-Jan-18,1,nevada ,January,32,NV,other,13363
31-Jan-18,google,nevada ,January,32,NV,google,34708
15-Mar-18,criteo,north dakota ,March,38,ND,criteo,1599
1-Feb-18,MSN,virginia ,February,51,VA,microsoft,1213
21-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
18-Mar-18,www.google.com,maryland ,March,24,MD,google,34708
8-Jan-18,google,texas ,January,48,TX,google,34708
27-Jan-18,google,illinois ,January,17,IL,google,34708
11-Jan-18,www.bing.com,arizona ,January,4,AZ,bing,3143
13-Feb-18,unknown,texas ,February,48,TX,unknown,10982
9-Mar-18,google,california ,March,6,CA,google,34708
22-Mar-18,google,texas ,March,48,TX,google,34708
26-Feb-18,google_display_network,alabama ,February,1,AL,google,34708
3-Mar-18,cnn,california ,March,6,CA,cnn,435
14-Mar-18,31,massachusetts ,March,25,MA,other,13363
10-Jan-18,google_display_network,california ,January,6,CA,google,34708
9-Jan-18,google,connecticut ,January,9,CT,google,34708
27-Mar-18,google,california ,March,6,CA,google,34708
3-Mar-18,31,california ,March,6,CA,other,13363
18-Jan-18,weather,michigan ,January,26,MI,weather,642
1-Mar-18,creditcards.lendingtree.com,texas ,March,48,TX,Lending Tree/Partners,332
4-Feb-18,google_display_network,ohio ,February,39,OH,google,34708
19-Mar-18,google,pennsylvania ,March,42,PA,google,34708
3-Feb-18,facebook,virginia ,February,51,VA,facebook,1796
4-Mar-18,27,ohio ,March,39,OH,other,13363
19-Jan-18,email,ohio ,January,39,OH,email,4952
12-Feb-18,email,illinois ,February,17,IL,email,4952
24-Feb-18,email,michigan ,February,26,MI,email,4952
8-Jan-18,facebook,california ,January,6,CA,facebook,1796
12-Feb-18,com.google.android.googlequicksearchbox,georgia ,February,13,GA,google,34708
30-Mar-18,email,wisconsin ,March,55,WI,email,4952
14-Mar-18,email,colorado ,March,8,CO,email,4952
6-Jan-18,google_display_network,illinois ,January,17,IL,google,34708
4-Mar-18,google,california ,March,6,CA,google,34708
6-Mar-18,www.google.com,idaho ,March,16,ID,google,34708
27-Jan-18,google,illinois ,January,17,IL,google,34708
3-Feb-18,Realtor_com,illinois ,February,17,IL,realtor.com,817
12-Mar-18,google_display_network,illinois ,March,17,IL,google,34708
1-Jan-18,27,tennessee ,January,47,TN,other,13363
16-Feb-18,google,florida ,February,12,FL,google,34708
6-Jan-18,google_display_network,connecticut ,January,9,CT,google,34708
16-Jan-18,google_display_network,washington ,January,53,WA,google,34708
15-Feb-18,google,wisconsin ,February,55,WI,google,34708
6-Mar-18,google,tennessee ,March,47,TN,google,34708
30-Mar-18,aol,florida ,March,12,FL,aol,3440
26-Jan-18,google,colorado ,January,8,CO,google,34708
11-Jan-18,email,wisconsin ,January,55,WI,email,4952
18-Feb-18,email,new york ,February,36,NY,email,4952
30-Jan-18,yahoogemini,colorado ,January,8,CO,yahoo,875
27-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
12-Jan-18,google,tennessee ,January,47,TN,google,34708
19-Feb-18,Pandora,north carolina ,February,37,NC,pandora,169
28-Jan-18,google_display_network,tennessee ,January,47,TN,google,34708
31-Mar-18,31,new york ,March,36,NY,other,13363
11-Feb-18,google,texas ,February,48,TX,google,34708
13-Feb-18,bing,oregon ,February,41,OR,bing,3143
9-Mar-18,criteo,texas ,March,48,TX,criteo,1599
1-Mar-18,google,california ,March,6,CA,google,34708
28-Mar-18,google_display_network,california ,March,6,CA,google,34708
14-Mar-18,google_display_network,minnesota ,March,27,MN,google,34708
25-Jan-18,google_display_network,maryland ,January,24,MD,google,34708
12-Mar-18,www.google.com,pennsylvania ,March,42,PA,google,34708
29-Mar-18,unknown,ohio ,March,39,OH,unknown,10982
18-Mar-18,unknown,california ,March,6,CA,unknown,10982
22-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
6-Feb-18,google_display_network,rhode island ,February,44,RI,google,34708
20-Feb-18,unknown,virginia ,February,51,VA,unknown,10982
10-Jan-18,google,west virginia ,January,54,WV,google,34708
12-Feb-18,google_display_network,texas ,February,48,TX,google,34708
5-Jan-18,google_display_network,california ,January,6,CA,google,34708
22-Mar-18,bing,wyoming ,March,56,WY,bing,3143
4-Jan-18,email,california ,January,6,CA,email,4952
30-Jan-18,31,california ,January,6,CA,other,13363
5-Feb-18,google_display_network,texas ,February,48,TX,google,34708
22-Jan-18,google,massachusetts ,January,25,MA,google,34708
20-Feb-18,www.google.com,virginia ,February,51,VA,google,34708
23-Feb-18,bing,texas ,February,48,TX,bing,3143
4-Feb-18,unknown,idaho ,February,16,ID,unknown,10982
20-Mar-18,bing,florida ,March,12,FL,bing,3143
25-Mar-18,google,south carolina ,March,45,SC,google,34708
4-Mar-18,google,colorado ,March,8,CO,google,34708
7-Mar-18,unknown,south carolina ,March,45,SC,unknown,10982
9-Feb-18,aol,connecticut ,February,9,CT,aol,3440
3-Jan-18,31,georgia ,January,13,GA,other,13363
28-Jan-18,google_display_network,new york ,January,36,NY,google,34708
18-Jan-18,email,wisconsin ,January,55,WI,email,4952
26-Jan-18,google,illinois ,January,17,IL,google,34708
18-Jan-18,unknown,alabama ,January,1,AL,unknown,10982
28-Mar-18,1,florida ,March,12,FL,other,13363
10-Jan-18,unknown,massachusetts ,January,25,MA,unknown,10982
9-Jan-18,google_display_network,california ,January,6,CA,google,34708
15-Mar-18,google,alaska ,March,2,AK,google,34708
22-Mar-18,google,new york ,March,36,NY,google,34708
28-Mar-18,google_display_network,indiana ,March,18,IN,google,34708
3-Feb-18,www.google.com,michigan ,February,26,MI,google,34708
6-Feb-18,google_display_network,georgia ,February,13,GA,google,34708
31-Jan-18,google_display_network,california ,January,6,CA,google,34708
23-Feb-18,weather,california ,February,6,CA,weather,642
19-Mar-18,www.google.com,indiana ,March,18,IN,google,34708
28-Feb-18,google,california ,February,6,CA,google,34708
23-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
13-Feb-18,31,alabama ,February,1,AL,other,13363
30-Mar-18,google_display_network,florida ,March,12,FL,google,34708
22-Jan-18,1,arizona ,January,4,AZ,other,13363
5-Feb-18,nafdigital_com,tennessee ,February,47,TN,nafdigital,509
19-Jan-18,email,illinois ,January,17,IL,email,4952
25-Mar-18,google_display_network,indiana ,March,18,IN,google,34708
16-Feb-18,email,california ,February,6,CA,email,4952
14-Mar-18,27,arizona ,March,4,AZ,other,13363
28-Mar-18,google_display_network,california ,March,6,CA,google,34708
14-Feb-18,aol,massachusetts ,February,25,MA,aol,3440
9-Mar-18,google,florida ,March,12,FL,google,34708
5-Jan-18,unknown,south carolina ,January,45,SC,unknown,10982
4-Mar-18,unknown,michigan ,March,26,MI,unknown,10982
10-Jan-18,unknown,north carolina ,January,37,NC,unknown,10982
17-Feb-18,stringo_middle,georgia ,February,13,GA,stringo,459
26-Feb-18,google,maryland ,February,24,MD,google,34708
13-Mar-18,google_display_network,california ,March,6,CA,google,34708
30-Jan-18,unknown,california ,January,6,CA,unknown,10982
22-Feb-18,aol,new jersey ,February,34,NJ,aol,3440
31-Jan-18,google_display_network,minnesota ,January,27,MN,google,34708
14-Mar-18,google,florida ,March,12,FL,google,34708
11-Jan-18,unknown,georgia ,January,13,GA,unknown,10982
25-Jan-18,MSN,north carolina ,January,37,NC,microsoft,1213
14-Feb-18,1,michigan ,February,26,MI,other,13363
27-Jan-18,google,new york ,January,36,NY,google,34708
11-Jan-18,nafdigital_com,pennsylvania ,January,42,PA,nafdigital,509
10-Mar-18,unknown,arizona ,March,4,AZ,unknown,10982
31-Mar-18,google_display_network,north carolina ,March,37,NC,google,34708
22-Feb-18,google_display_network,california ,February,6,CA,google,34708
28-Mar-18,google_display_network,massachusetts ,March,25,MA,google,34708
25-Mar-18,stringo_middle,virginia ,March,51,VA,stringo,459
9-Feb-18,google,washington ,February,53,WA,google,34708
14-Mar-18,unknown,california ,March,6,CA,unknown,10982
15-Feb-18,31,washington ,February,53,WA,other,13363
7-Feb-18,google_display_network,texas ,February,48,TX,google,34708
20-Feb-18,aol,minnesota ,February,27,MN,aol,3440
11-Feb-18,bing,ohio ,February,39,OH,bing,3143
29-Jan-18,google,california ,January,6,CA,google,34708
22-Feb-18,google,massachusetts ,February,25,MA,google,34708
11-Mar-18,unknown,virginia ,March,51,VA,unknown,10982
4-Jan-18,google_display_network,florida ,January,12,FL,google,34708
30-Jan-18,facebook,washington ,January,53,WA,facebook,1796
15-Jan-18,google_display_network,new jersey ,January,34,NJ,google,34708
12-Jan-18,google,arizona ,January,4,AZ,google,34708
5-Mar-18,bing,new york ,March,36,NY,bing,3143
29-Jan-18,google_display_network,new york ,January,36,NY,google,34708
22-Jan-18,google,massachusetts ,January,25,MA,google,34708
20-Feb-18,1,south carolina ,February,45,SC,other,13363
5-Mar-18,google_display_network,arizona ,March,4,AZ,google,34708
3-Feb-18,google_display_network,arizona ,February,4,AZ,google,34708
16-Mar-18,Realtor_com,missouri ,March,29,MO,realtor.com,817
15-Feb-18,google_display_network,new york ,February,36,NY,google,34708
3-Mar-18,Realtor_com,california ,March,6,CA,realtor.com,817
7-Feb-18,google,florida ,February,12,FL,google,34708
28-Feb-18,weatherunderground,california ,February,6,CA,weather,642
4-Feb-18,google_display_network,missouri ,February,29,MO,google,34708
12-Jan-18,google,massachusetts ,January,25,MA,google,34708
29-Mar-18,email,texas ,March,48,TX,email,4952
1-Mar-18,bing,nevada ,March,32,NV,bing,3143
6-Mar-18,1,new york ,March,36,NY,other,13363
11-Jan-18,31,ohio ,January,39,OH,other,13363
21-Feb-18,Realtor_com,arkansas ,February,5,AR,realtor.com,817
15-Jan-18,unknown,virginia ,January,51,VA,unknown,10982
30-Mar-18,unknown,texas ,March,48,TX,unknown,10982
